100	Rammer, C., Fern’andez, G.P. and Czarnitzki, D. (2022). Artificial intelligence and industrial innovation: Evidence from German firm-level data. Research Policy, 51(7), 104555. doi:10.1016/j.respol.2022.104555.	Academic synthesis	Observational / descriptive empirical	AI-market / adoption / algorithmic-adjacent evidence	Confounding; selection; measurement; denominator and sampling frame	Descriptive/associational use unless an identification design justifies stronger language.	No
101	Black, J. and Murray, A.D. (2019). Regulating AI and Machine Learning: Setting the Regulatory Agenda. European Journal of Law and Technology, 10(3).	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
102	Metcalf, J., Moss, E. and boyd, d. (2019). Owning Ethics: Corporate Logics, Silicon Valley, and the Institutionalization of Ethics. Social Research, 86(2), 449–476. doi:10.1353/sor.2019.0022.	Academic synthesis	Qualitative / case / interview	Direct AI-governance evidence	Sampling; triangulation; coverage/saturation; coding; inferential scope	Reported process or institutional constraint; no prevalence or treatment-effect claim without design support.	No
103	Cobbe, J. (2019). Administrative law and the machines of government: judicial review of automated public-sector decision-making. Legal Studies, 39(4), 636–655. doi:10.1017/lst.2019.9.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
104	Khan, L.M. (2019). The Separation of Platforms and Commerce. Columbia Law Review, 119(4), 973–1098.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
105	Scott Morton, F.M., Crawford, G.S., Crémer, J., Dinielli, D., Fletcher, A., Heidhues, P. and Schnitzer, M. (2023). Equitable Interoperability: The “Supertool” of Digital Platform Governance. Yale Journal on Regulation, 40(3), 1013–1055.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
106	Wachter, S. and Mittelstadt, B. (2019). A Right to Reasonable Inferences: Re-Thinking Data Protection Law in the Age of Big Data and AI. Columbia Business Law Review, 2019(2), 494–620. doi:10.7916/cblr.v2019i2.3424.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
107	Blind, K. (2013). The Impact of Standardization and Standards on Innovation. Nesta Working Paper 13/15.	Academic synthesis	Review / synthesis / framework	Cross-domain mechanism / foundational transfer	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
108	Bovens, M. (2007). Analysing and Assessing Accountability: A Conceptual Framework. European Law Journal, 13(4), 447–468. doi:10.1111/j.1468-0386.2007.00378.x.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	Yes
109	Bovens, M. (2010). Two Concepts of Accountability: Accountability as a Virtue and as a Mechanism. West European Politics, 33(5), 946–967. doi:10.1080/01402382.2010.486119.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
