80	Ezrachi, A. and Stucke, M.E. (2017). Artificial Intelligence & Collusion: When Computers Inhibit Competition. University of Illinois Law Review, 2017(5), 1775–1810.	Academic synthesis	Legal / doctrinal / institutional analysis	AI-market / adoption / algorithmic-adjacent evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
81	Calvano, E., Calzolari, G., Denicolò, V. and Pastorello, S. (2019). Algorithmic Pricing: What Implications for Competition Policy? Review of Industrial Organization, 55(1), 155–171. doi:10.1007/s11151-019-09689-3.	Academic synthesis	Review / synthesis / framework	Direct AI-governance evidence	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Framework/synthesis use only within stated scope; underlying primary evidence controls effect claims.	No
82	Sastry, G., Heim, L., Belfield, H., Anderljung, M., Brundage, M., Hazell, J., O’Keefe, C., Hadfield, G.K., Ngo, R., Pilz, K., Gor, G., Bluemke, E., Shoker, S., Egan, J., Trager, R.F., Avin, S., Weller, A., Bengio, Y. and Coyle, D. (2024). Computing Power and the Governance of Artificial Intelligence. arXiv:2402.08797.	Academic synthesis	Review / synthesis / framework	Direct AI-governance evidence	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Framework/synthesis use only within stated scope; underlying primary evidence controls effect claims.	No
83	Burrell, J. (2016). How the Machine ‘Thinks’: Understanding Opacity in Machine Learning Algorithms. Big Data & Society, 3(1). doi:10.1177/2053951715622512.	Academic synthesis	Qualitative / case / interview	AI-market / adoption / algorithmic-adjacent evidence	Sampling; triangulation; coverage/saturation; coding; inferential scope	Reported process or institutional constraint; no prevalence or treatment-effect claim without design support.	No
84	Doshi-Velez, F., Kortz, M., Budish, R., Bavitz, C., Gershman, S., O’Brien, D., Scott, K., Shieber, S., Waldo, J., Weinberger, D., Weller, A. and Wood, A. (2017). Accountability of AI Under the Law: The Role of Explanation. Berkman Klein Center Working Paper; arXiv:1711.01134.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
85	Edwards, L. and Veale, M. (2017). Slave to the Algorithm? Why a ‘Right to an Explanation’ Is Probably Not the Remedy You Are Looking For. Duke Law & Technology Review, 16, 18–84.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
86	Kaminski, M.E. (2019). The Right to Explanation, Explained. Berkeley Technology Law Journal, 34(1), 189–218. doi:10.15779/Z38TD9N83H.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
87	Citron, D.K. and Pasquale, F. (2014). The Scored Society: Due Process for Automated Predictions. Washington Law Review, 89, 1.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
88	Zarsky, T. (2016). The Trouble with Algorithmic Decisions: An Analytic Road Map to Examine Efficiency and Fairness in Automated and Opaque Decision Making. Science, Technology, & Human Values, 41(1), 118–132. doi:10.1177/0162243915605575.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
89	Kasy, M. and Abebe, R. (2021). Fairness, Equality, and Power in Algorithmic Decision-Making. Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency, 576–586. doi:10.1145/3442188.3445919.	Academic synthesis	Legal / doctrinal / institutional analysis	Direct AI-governance evidence	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Legal/institutional interpretation or feasibility; not a realised welfare-effect estimate.	No
90	Sandvig, C., Hamilton, K., Karahalios, K. and Langbort, C. (2014). Auditing Algorithms: Research Methods for Detecting Discrimination on Internet Platforms. Paper presented at Data and Discrimination: Converting Critical Concerns into Productive Inquiry, preconference of the International Communication Association, Seattle, 22 May 2014.	Academic synthesis	Review / synthesis / framework	Direct AI-governance evidence	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Framework/synthesis use only within stated scope; underlying primary evidence controls effect claims.	No
91	Diakopoulos, N. (2016). Accountability in Algorithmic Decision Making. Communications of the ACM, 59(2), 56–62. doi:10.1145/2844110.	Academic synthesis	Review / synthesis / framework	Direct AI-governance evidence	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Framework/synthesis use only within stated scope; underlying primary evidence controls effect claims.	No
92	Moss, E., Watkins, E.A., Singh, R., Elish, M.C. and Metcalf, J. (2021). Assembling Accountability: Algorithmic Impact Assessment for the Public Interest. Data & Society Research Institute.	Policy/context	Policy / context document	Direct AI-governance evidence	Institutional provenance; authority; date; scope; descriptive fit only	Context layer only; does not count as academic effect evidence.	No
93	Grossman, S.J. and Hart, O.D. (1986). The Costs and Benefits of Ownership: A Theory of Vertical and Lateral Integration. Journal of Political Economy, 94(4), 691–719. doi:10.1086/261404.	Academic synthesis	Formal theory / mechanism design	Cross-domain mechanism / foundational transfer	Derivation; key-assumption sensitivity; institutional mapping; equilibrium domain	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
94	Ayres, I. and Braithwaite, J. (1992). Responsive Regulation: Transcending the Deregulation Debate. Oxford University Press. doi:10.1093/oso/9780195070705.001.0001.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
95	Wagner, M., Song, Q., Borg, M., Engstrom, E. and Lysek, M. (2026). AI Act high-risk AI compliance challenge and industry impact: a multiple case study. Information and Software Technology, 194, 108067. doi:10.1016/j.infsof.2026.108067.	Academic synthesis	Qualitative / case / interview	Direct AI-governance evidence	Sampling; triangulation; coverage/saturation; coding; inferential scope	Reported process or institutional constraint; no prevalence or treatment-effect claim without design support.	No
96	Soto-Acosta, P., Popa, S. and Ros-Galvez, A.D. (2026). How AI integrators translate AI regulation into innovation: a qualitative study. European Journal of Innovation Management, 29(6), 1891–1921. doi:10.1108/EJIM-11-2025-1499.	Academic synthesis	Qualitative / case / interview	Direct AI-governance evidence	Sampling; triangulation; coverage/saturation; coding; inferential scope	Reported process or institutional constraint; no prevalence or treatment-effect claim without design support.	No
97	Breuer, M., Leuz, C. and Vanhaverbeke, S. (2025). Reporting regulation and corporate innovation. Journal of Accounting and Economics, 80(1), 101769. doi:10.1016/j.jacceco.2025.101769.	Academic synthesis	Causal / quasi-experimental empirical	Cross-domain mechanism / foundational transfer	Identifying assumption; support; treatment definition; threats; external validity	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
98	Patrucco, A.S., Dimand, A.-M. and Smith, B. (2026). Innovators and Transformers: From policy to public value: how procurement governs AI adoption in US State government. International Journal of Physical Distribution & Logistics Management, 56(6), 640–660. doi:10.1108/IJPDLM-02-2025-0084.	Academic synthesis	Qualitative / case / interview	Direct AI-governance evidence	Sampling; triangulation; coverage/saturation; coding; inferential scope	Reported process or institutional constraint; no prevalence or treatment-effect claim without design support.	No
99	Sovrano, F., Hine, E., Anzolut, S. and Bacchelli, A. (2025). Simplifying software compliance: AI technologies in drafting technical documentation for the AI Act. Empirical Software Engineering, 30, 91. doi:10.1007/s10664-025-10645-x.	Academic synthesis	Computational / simulation / tool validation	Direct AI-governance evidence	Environment validity; parameter dependence; benchmark; empirical calibration	Inference confined to simulated/validation environment unless externally identified.	No
